1000
319	9
318	7
318	7
317	4
317	2
317	6
317	7
316	5
316	4
316	7
315	8
315	9
315	3
315	4
314	9
314	7
314	5
313	7
313	8
313	6
313	9
312	9
312	5
311	7
311	6
311	6
309	7
309	4
308	5
307	5
307	7
306	5
306	9
305	2
305	5
305	8
305	4
305	9
305	3
305	9
304	3
304	7
304	6
304	7
304	4
303	6
302	5
302	2
302	9
300	7
300	9
300	6
300	2
300	4
300	6
300	9
299	2
298	7
298	5
298	2
298	7
298	3
298	8
298	2
298	2
297	8
297	6
296	8
295	9
295	3
295	5
294	2
293	4
293	3
293	5
293	9
293	8
292	6
292	3
292	4
292	2
291	3
291	2
291	5
291	5
291	4
289	9
289	3
289	8
288	3
288	6
288	8
287	7
287	3
287	5
286	4
286	6
286	6
286	9
285	4
285	7
285	3
285	6
285	8
285	5
285	2
285	5
284	3
283	2
283	7
283	3
283	5
282	7
282	2
282	9
281	4
281	3
280	2
280	6
280	9
279	8
279	4
279	9
279	5
279	3
278	4
278	9
278	9
278	4
277	5
277	3
277	9
277	2
277	3
277	4
276	8
276	9
275	2
275	2
275	8
274	5
274	4
274	5
273	2
273	5
273	8
273	5
272	6
272	7
272	5
271	6
271	9
270	6
270	9
270	7
269	4
269	8
269	4
269	3
269	3
269	7
268	3
268	9
267	2
267	5
267	3
267	7
267	7
267	8
267	5
267	8
266	6
266	3
266	6
266	2
265	4
265	3
264	7
264	7
263	8
263	7
263	3
262	6
260	6
260	6
260	8
259	5
259	2
259	5
259	6
259	9
258	7
258	3
258	5
258	8
257	9
257	9
257	3
257	6
257	3
257	6
257	7
257	6
256	5
256	4
254	6
254	5
254	3
254	2
254	8
254	4
253	6
253	3
253	6
252	9
252	2
251	8
251	3
250	6
249	4
249	7
248	4
248	9
248	3
248	8
247	9
247	5
247	3
247	7
247	6
247	3
246	4
246	9
246	3
245	9
244	3
243	5
242	9
242	3
242	9
242	5
242	4
242	2
241	3
241	5
241	9
241	8
240	7
240	7
239	8
239	3
238	5
238	5
238	7
238	6
238	2
238	3
238	8
238	4
237	3
237	5
237	2
236	6
236	6
236	9
236	5
236	8
234	7
234	4
234	9
233	3
233	8
233	7
233	2
233	2
232	7
232	5
231	7
230	9
230	8
229	9
228	2
227	3
227	6
227	7
227	6
226	8
226	8
226	2
226	6
225	5
225	6
225	5
225	3
224	4
224	9
224	6
224	6
224	6
224	4
223	4
223	8
223	7
222	4
221	7
220	9
220	4
220	2
220	6
220	6
219	4
219	6
219	7
219	3
218	2
218	5
218	2
217	6
217	7
217	3
217	8
217	3
216	2
216	2
216	4
216	9
216	4
215	8
215	3
215	5
213	5
213	3
213	8
213	2
212	8
212	8
212	7
212	6
211	3
211	3
211	7
211	7
210	2
210	9
210	8
210	4
208	5
208	2
208	9
207	9
207	2
207	2
207	7
206	5
206	9
206	3
206	9
206	2
206	6
206	5
206	9
205	8
205	2
205	8
204	6
204	8
203	3
203	2
203	6
203	6
202	7
202	3
202	8
201	3
201	4
201	2
200	6
200	5
200	4
200	4
199	5
198	3
198	3
198	9
198	7
197	3
197	6
197	3
196	4
196	8
196	4
196	5
195	8
195	8
195	9
195	5
195	5
195	7
195	2
195	2
194	8
194	2
194	8
194	4
193	8
193	4
192	5
192	3
192	4
192	2
192	6
192	3
191	2
190	9
189	3
188	5
188	6
188	5
188	4
188	8
187	6
187	5
186	9
186	7
186	9
185	7
185	3
185	2
184	9
184	5
184	5
184	2
184	6
183	7
183	7
183	7
183	9
182	9
182	3
182	8
182	8
181	8
181	7
181	2
181	7
180	6
180	6
180	2
180	3
180	6
179	9
178	3
178	9
178	7
178	2
178	5
177	6
177	4
177	7
177	3
176	5
176	9
176	7
175	7
175	8
175	2
175	4
175	9
174	7
174	7
173	9
173	5
173	8
172	6
172	6
171	7
171	3
171	3
171	3
171	7
171	2
170	8
170	6
170	2
170	3
170	2
170	8
170	4
170	9
170	4
169	7
169	5
168	2
168	7
168	3
168	5
167	3
167	6
166	3
166	8
166	6
165	2
165	7
165	6
165	9
164	6
164	8
164	5
164	7
164	7
163	5
163	4
163	5
163	9
162	6
162	2
162	2
162	2
162	6
161	3
161	6
161	3
160	8
160	3
160	6
160	9
160	3
159	5
159	2
159	6
159	4
158	8
158	7
158	4
158	8
157	8
157	7
157	8
156	7
156	9
156	4
155	7
155	5
155	5
155	7
154	8
154	7
154	2
153	5
153	4
153	9
153	4
152	3
152	2
152	2
150	4
150	6
150	6
150	2
150	8
149	9
149	2
149	9
148	3
148	3
148	6
147	2
146	9
146	8
146	9
145	2
144	6
144	5
143	3
143	8
143	2
143	2
143	8
142	3
142	6
142	9
142	2
141	8
141	7
141	7
141	8
140	5
140	6
140	7
140	5
140	9
140	7
139	6
139	8
139	8
139	3
138	6
138	6
138	2
137	9
137	6
137	3
137	6
137	8
137	2
136	7
136	5
136	7
136	3
136	3
135	6
135	9
134	4
134	3
133	6
133	5
133	7
133	3
133	8
132	6
132	6
132	2
132	4
131	9
131	9
130	5
130	9
130	2
130	8
129	8
129	5
129	5
129	3
128	4
128	3
128	9
128	8
127	2
127	9
127	2
126	6
126	8
126	7
126	2
126	8
125	6
125	9
125	3
125	9
125	9
124	6
123	4
122	8
122	2
122	5
122	7
121	5
121	3
121	5
121	8
119	5
119	5
119	5
119	2
119	6
119	2
119	7
119	4
118	8
118	7
118	3
117	3
117	4
117	5
117	6
117	8
117	6
117	7
116	2
116	9
115	7
115	9
115	3
115	6
114	7
114	7
114	4
113	3
113	9
113	5
113	2
112	8
112	6
112	3
112	4
112	8
111	7
111	7
110	3
110	2
110	3
110	5
110	2
109	6
109	8
109	5
108	3
108	6
108	7
108	6
107	5
107	4
106	8
106	4
106	7
106	6
105	5
105	5
105	4
105	6
104	4
104	6
104	3
104	9
104	8
104	6
104	3
103	4
103	4
103	2
102	9
102	9
102	8
102	6
101	7
101	8
101	7
101	3
101	3
100	9
100	2
100	2
